,date,ML,Low,High
Murcia,2020-05-11,0.9,0.44,1.34
Murcia,2020-05-12,0.87,0.41000000000000003,1.33
Murcia,2020-05-13,0.85,0.39,1.33
Murcia,2020-05-14,0.77,0.29,1.25
Murcia,2020-05-15,0.72,0.24,1.23
Murcia,2020-05-16,0.68,0.19,1.21
Murcia,2020-05-17,0.64,0.13,1.17
Murcia,2020-05-18,0.66,0.13,1.21
Murcia,2020-05-19,0.63,0.09,1.19
Murcia,2020-05-20,0.67,0.1,1.25
Murcia,2020-05-21,0.75,0.13,1.34
Murcia,2020-05-22,0.81,0.18,1.44
Murcia,2020-05-23,0.8,0.16,1.44
Murcia,2020-05-24,0.8200000000000001,0.17,1.48
Navarra,2020-03-16,2.0,0.34,6.43
Navarra,2020-03-17,1.8800000000000001,0.38,5.01
Navarra,2020-03-18,1.8,0.38,4.45
Navarra,2020-03-19,2.05,0.5,4.54
Navarra,2020-03-20,2.17,0.61,4.33
Navarra,2020-03-21,2.16,0.68,4.01
Navarra,2020-03-22,1.93,0.64,3.54
Navarra,2020-03-23,2.09,0.36,3.6
Navarra,2020-03-24,2.15,0.61,3.5300000000000002
Navarra,2020-03-25,2.0100000000000002,0.68,3.2800000000000002
Navarra,2020-03-26,1.8,0.6,2.95
Navarra,2020-03-27,1.67,0.56,2.72
Navarra,2020-03-28,1.57,0.56,2.58
Navarra,2020-03-29,1.62,0.67,2.5500000000000003
Navarra,2020-03-30,1.3800000000000001,0.48,2.2600000000000002
Navarra,2020-03-31,1.25,0.37,2.08
Navarra,2020-04-01,1.24,0.4,2.07
Navarra,2020-04-02,1.1400000000000001,0.33,1.96
Navarra,2020-04-03,1.04,0.23,1.82
Navarra,2020-04-04,1.04,0.25,1.84
Navarra,2020-04-05,0.87,0.1,1.62
Navarra,2020-04-06,0.86,0.08,1.61
Navarra,2020-04-07,0.86,0.1,1.6500000000000001
Navarra,2020-04-08,0.7000000000000001,0.01,1.45
Navarra,2020-04-09,0.73,0.0,1.49
Navarra,2020-04-10,0.71,0.01,1.52
Navarra,2020-04-11,0.62,0.0,1.47
Navarra,2020-04-12,0.73,0.0,1.59
Navarra,2020-04-13,0.78,0.0,1.6600000000000001
Navarra,2020-04-14,1.42,0.4,2.39
Navarra,2020-04-15,1.62,0.67,2.5500000000000003
Navarra,2020-04-16,1.6300000000000001,0.76,2.5
Navarra,2020-04-17,1.67,0.87,2.47
Navarra,2020-04-18,1.58,0.8300000000000001,2.32
Navarra,2020-04-19,1.5,0.81,2.21
Navarra,2020-04-20,1.3900000000000001,0.72,2.05
Navarra,2020-04-21,0.85,0.2,1.51
Navarra,2020-04-22,0.79,0.14,1.45
Navarra,2020-04-23,0.64,0.03,1.27
Navarra,2020-04-24,0.45,0.0,1.12
Navarra,2020-04-25,0.27,0.0,1.05
Navarra,2020-04-26,0.22,0.0,1.1
Navarra,2020-04-27,0.11,0.0,1.1300000000000001
Navarra,2020-04-28,0.63,0.0,1.55
Navarra,2020-04-29,0.5,0.0,1.51
Navarra,2020-04-30,0.63,0.0,1.6600000000000001
Navarra,2020-05-01,0.8,0.0,1.83
Navarra,2020-05-02,1.0,0.0,2.0100000000000002
Navarra,2020-05-03,0.68,0.0,1.78
Navarra,2020-05-04,0.77,0.0,1.8900000000000001
Navarra,2020-05-05,0.76,0.0,1.9100000000000001
Navarra,2020-05-06,0.87,0.0,2.0300000000000002
Navarra,2020-05-07,0.87,0.0,2.04
Navarra,2020-05-08,0.72,0.0,1.96
Navarra,2020-05-09,0.7000000000000001,0.0,1.99
Navarra,2020-05-10,0.84,0.0,2.13
Navarra,2020-05-11,0.84,0.0,2.15
Navarra,2020-05-12,0.65,0.0,2.06
Navarra,2020-05-13,0.62,0.0,2.1
Navarra,2020-05-14,0.58,0.0,2.15
Navarra,2020-05-15,0.77,0.0,2.35
Navarra,2020-05-16,0.5,0.0,2.23
Navarra,2020-05-17,0.43,0.0,2.3000000000000003
Navarra,2020-05-18,0.33,0.0,2.38
Navarra,2020-05-19,0.62,0.0,2.69
Navarra,2020-05-20,0.58,0.0,2.7600000000000002
Navarra,2020-05-21,0.53,0.0,2.84
Navarra,2020-05-22,0.47000000000000003,0.0,2.94
Navarra,2020-05-23,1.0,0.0,3.35
Navarra,2020-05-24,1.0,0.0,3.35
País Vasco,2020-03-05,2.0,0.34,6.43
País Vasco,2020-03-06,1.8800000000000001,0.38,5.01
País Vasco,2020-03-07,1.8,0.38,4.45
País Vasco,2020-03-08,1.74,0.4,4.13
País Vasco,2020-03-09,1.69,0.37,3.85
País Vasco,2020-03-10,1.8900000000000001,0.47000000000000003,3.98
País Vasco,2020-03-11,1.78,0.48,3.67
País Vasco,2020-03-12,1.8,0.01,3.61
País Vasco,2020-03-13,1.67,0.01,3.35
País Vasco,2020-03-14,1.83,0.11,3.44
País Vasco,2020-03-15,1.8900000000000001,0.2,3.38
País Vasco,2020-03-16,1.8900000000000001,0.35000000000000003,3.3200000000000003
País Vasco,2020-03-17,1.86,0.42,3.15
País Vasco,2020-03-18,1.92,0.65,3.15
País Vasco,2020-03-19,1.75,0.5700000000000001,2.84
País Vasco,2020-03-20,1.84,0.8,2.87
País Vasco,2020-03-21,1.6400000000000001,0.65,2.5500000000000003
País Vasco,2020-03-22,1.6,0.71,2.48
País Vasco,2020-03-23,1.57,0.73,2.38
País Vasco,2020-03-24,1.46,0.68,2.24
País Vasco,2020-03-25,1.44,0.72,2.2
País Vasco,2020-03-26,1.43,0.74,2.14
País Vasco,2020-03-27,1.33,0.66,2.0
País Vasco,2020-03-28,1.3900000000000001,0.75,2.0300000000000002
País Vasco,2020-03-29,1.35,0.73,1.95
País Vasco,2020-03-30,1.35,0.76,1.93
País Vasco,2020-03-31,1.32,0.77,1.9000000000000001
País Vasco,2020-04-01,1.24,0.6900000000000001,1.78
País Vasco,2020-04-02,1.22,0.6900000000000001,1.75
País Vasco,2020-04-03,1.2,0.6900000000000001,1.73
País Vasco,2020-04-04,1.1500000000000001,0.65,1.67
País Vasco,2020-04-05,1.1300000000000001,0.63,1.6300000000000001
País Vasco,2020-04-06,1.1,0.61,1.6
País Vasco,2020-04-07,1.11,0.63,1.61
País Vasco,2020-04-08,1.11,0.62,1.58
País Vasco,2020-04-09,1.09,0.61,1.56
País Vasco,2020-04-10,1.07,0.59,1.53
País Vasco,2020-04-11,1.03,0.56,1.5
País Vasco,2020-04-12,1.0,0.53,1.47
País Vasco,2020-04-13,0.99,0.51,1.45
País Vasco,2020-04-14,0.9400000000000001,0.48,1.43
País Vasco,2020-04-15,0.9400000000000001,0.48,1.44
País Vasco,2020-04-16,0.93,0.43,1.3900000000000001
País Vasco,2020-04-17,0.92,0.43,1.4000000000000001
País Vasco,2020-04-18,0.9400000000000001,0.45,1.43
País Vasco,2020-04-19,0.91,0.41000000000000003,1.4000000000000001
País Vasco,2020-04-20,0.87,0.38,1.3900000000000001
País Vasco,2020-04-21,0.87,0.35000000000000003,1.37
País Vasco,2020-04-22,0.8300000000000001,0.3,1.34
País Vasco,2020-04-23,0.76,0.22,1.28
País Vasco,2020-04-24,0.75,0.2,1.29
País Vasco,2020-04-25,0.73,0.18,1.3
País Vasco,2020-04-26,0.76,0.18,1.33
País Vasco,2020-04-27,0.72,0.14,1.31
País Vasco,2020-04-28,0.7000000000000001,0.11,1.3
País Vasco,2020-04-29,0.7000000000000001,0.09,1.31
País Vasco,2020-04-30,0.71,0.07,1.32
País Vasco,2020-05-01,0.72,0.08,1.37
País Vasco,2020-05-02,0.73,0.07,1.3900000000000001
País Vasco,2020-05-03,0.71,0.04,1.37
País Vasco,2020-05-04,0.77,0.07,1.47
País Vasco,2020-05-05,0.75,0.04,1.45
País Vasco,2020-05-06,0.8300000000000001,0.09,1.58
País Vasco,2020-05-07,0.96,0.16,1.73
País Vasco,2020-05-08,0.91,0.13,1.69
País Vasco,2020-05-09,0.86,0.08,1.62
País Vasco,2020-05-10,0.9,0.1,1.68
País Vasco,2020-05-11,0.9,0.09,1.68
País Vasco,2020-05-12,0.9,0.08,1.68
País Vasco,2020-05-13,0.79,0.04,1.58
País Vasco,2020-05-14,0.6,0.0,1.41
País Vasco,2020-05-15,0.62,0.0,1.47
País Vasco,2020-05-16,0.66,0.0,1.54
País Vasco,2020-05-17,0.55,0.0,1.5
País Vasco,2020-05-18,0.49,0.0,1.51
País Vasco,2020-05-19,0.62,0.0,1.67
País Vasco,2020-05-20,0.79,0.0,1.84
País Vasco,2020-05-21,0.89,0.0,1.94
País Vasco,2020-05-22,0.89,0.0,1.96
País Vasco,2020-05-23,0.89,0.0,1.97
País Vasco,2020-05-24,0.76,0.0,1.9000000000000001
